url,gsc_issue,url_type,cohort,current_status,canonical,robots,incoming_rendered_links,sample_referrers,action,recommendation
https://www.the-anchor.pub/post/euro-2024-stanwell-moor-staines,Crawled - currently not indexed,legacy_wix,post,301 -> /live-sport,/live-sport,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/events/music-bingo-2026-02-11/opengraph-image,Crawled - currently not indexed,og_image,event,image-route-200-expected,https://www.the-anchor.pub/events/music-bingo-2026-02-11,"X-Robots-Tag noindex,nofollow,noimageindex expected",0,,no-action-non-page,Non-page image resource. Keep crawlable and noindexable via X-Robots-Tag; no content work.
https://www.the-anchor.pub/blog/stanwell-moor-brew,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/stanwell-moor-brew,"noindex, follow",2,/blog/new-dining-room|/blog/rum-tasting-september,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/earth-day-cleanup,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/earth-day-cleanup,"noindex, follow",2,/blog/st-patricks-day-2024|/blog/womens-day-2024,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/post/exciting-new-events-offers-the-anchor-2025,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/events-offers-2025,/blog/events-offers-2025,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/gameshow-house-party,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/gameshow-house-party,/blog/gameshow-house-party,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/gameshow-house-party-the-anchor,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/gameshow-house-party,/blog/gameshow-house-party,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/gameshow-house-party-success,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/gameshow-house-party,/blog/gameshow-house-party,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/make-a-booking?utm_source=social&utm_medium=facebook&utm_campaign=sunday_lunch,Crawled - currently not indexed,redirect_source,other,301 -> /book-table,/book-table,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/post/charity-walk-for-holly-fathers-mission,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/charity-walk-holly,/blog/charity-walk-holly,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/this-december-at-the-anchor,Crawled - currently not indexed,page,post,local-rendered-noindex,https://www.the-anchor.pub/blog/this-december-at-the-anchor,"noindex, follow",2,/blog/valentines-day-meal-offer-for-two|/blog/winter-hours-cosy-times-at-the-anchor,wait-for-recrawl-noindex,Current branch renders this URL with noindex. Keep it out of sitemap and indexable archives; wait for Google to reclassify after deploy/recrawl.
https://www.the-anchor.pub/blog/cosy-pub-stanwell,Crawled - currently not indexed,page,post,local-rendered-200,https://www.the-anchor.pub/blog/cosy-pub-stanwell,"index, follow",6,/blog/company-celebrations|/blog/dog-friendly-pub|/blog/easter-weekend-fun-at-the-anchor-pub|/blog/inches-apple-cider|/blog/tag/community,manual-review-page,"Real page candidate with 6 rendered incoming links. Focus manual review on search intent, canonical/robots state, and content usefulness rather than orphan fixes."
https://www.the-anchor.pub/blog/tag/wednesday,Crawled - currently not indexed,redirect_source,tag,301 -> /whats-on,/whats-on,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/post/pizza-anyone,Crawled - currently not indexed,legacy_wix,post,301 -> /food-menu#pizza,/food-menu#pizza,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/world-photography-day,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/world-photography-day-embracing-stanwell-moor-s-ch,/blog/world-photography-day-embracing-stanwell-moor-s-ch,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/post/diwali-2023-stanwell-moor-celebration,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/diwali-celebration,/blog/diwali-celebration,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/event-details/active-surreys-stanwell-moor-wellness-forum,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/beer-garden,Crawled - currently not indexed,page,tag,live-308 -> /blog/tags,/blog/tags,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/blog/tag/november,Crawled - currently not indexed,page,tag,live-308 -> /blog/tags,/blog/tags,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/blog/tag/womens-day,Crawled - currently not indexed,page,tag,live-308 -> /blog/tags,/blog/tags,X-Robots-Tag all,0,,validate-redirect-chain,"Live page candidate now redirects. Verify the live chain reaches a relevant 200 in one hop, then wait for Google recrawl; no content rewrite."
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-07-25-19-00-1,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/make-father-s-day-special,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/fathers-day-celebration,/blog/fathers-day-celebration,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/post/new-menu-options-launching-february-1st-2023,Crawled - currently not indexed,legacy_wix,post,301 -> /blog/new-menu-options-launching-february-1st-2023,/blog/new-menu-options-launching-february-1st-2023,redirect-source,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/event-details/pub-pursuit-live-the-ultimate-quiz-night-at-the-anchor-2025-07-02-19-00,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/drinks/courvoisier,Crawled - currently not indexed,redirect_source,drink,301 -> /drinks,/drinks,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/event-details/high-heels-house-party-with-nikki-manfadge,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/blog/tag/british-cuisine,Crawled - currently not indexed,redirect_source,tag,301 -> /blog/tag/food-and-drink,/blog/tag/food-and-drink,redirect-source,0,,validate-redirect-chain,Redirect source. Verify final live chain reaches a 200 in one hop after deploy; no content rewrite.
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-07-25-19-00-2,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-06-27-19-00-2,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-12-05-19-00-2,Crawled - currently not indexed,legacy_wix,event,dynamic-event-route-review,,manual-check,0,,wait-for-recrawl,Legacy URL. Validate configured redirect destination and remove any internal links still pointing here; wait for Google recrawl.
