Top pages,Last 3 months Clicks,Previous 3 months Clicks,Last 3 months Impressions,Previous 3 months Impressions,Last 3 months CTR,Previous 3 months CTR,Last 3 months Position,Previous 3 months Position
https://www.the-anchor.pub/drinks/abbot-ale,0,8,0,1454,0%,0.55%,0,19.06
https://www.the-anchor.pub/drinks/el-pico-cabernet-sauvignon,0,8,0,305,0%,2.62%,0,11.98
https://www.the-anchor.pub/drinks/counterpoint-chardonnay,0,5,0,240,0%,2.08%,0,37.55
https://www.the-anchor.pub/drinks/desperados,0,4,0,3418,0%,0.12%,0,23.49
https://www.the-anchor.pub/post/tequila-cultural-significance-during-dia-de-los-muertos,0,3,0,536,0%,0.56%,0,18.26
https://www.the-anchor.pub/drinks/giorgio-and-gianni-spumante,0,3,0,134,0%,2.24%,0,7.55
https://www.the-anchor.pub/events/quiz-night-pub-pursuit-2025-08-13,0,3,0,47,0%,6.38%,0,17.06
https://www.the-anchor.pub/post/the-anchor-sustainability-journey,0,3,0,31,0%,9.68%,0,43.74
https://www.the-anchor.pub/drinks/baby-guinness,0,2,0,6050,0%,0.03%,0,33.76
https://www.the-anchor.pub/our-events,0,2,0,1456,0%,0.14%,0,8.66
https://www.the-anchor.pub/drinks/gordons,0,2,0,1342,0%,0.15%,0,36.13
https://www.the-anchor.pub/drinks/archers,0,2,0,912,0%,0.22%,0,26.85
https://www.the-anchor.pub/drinks/bacardi,0,2,0,855,0%,0.23%,0,5.04
https://www.the-anchor.pub/drinks/magners,0,2,0,722,0%,0.28%,0,28.97
https://www.the-anchor.pub/post/introducing-inches-apple-cider,0,2,0,196,0%,1.02%,0,15.56
https://www.the-anchor.pub/post/exciting-new-events-offers-the-anchor-2025,0,2,0,103,0%,1.94%,0,39.39
https://www.the-anchor.pub/post/what-makes-stanwell-moor-a-lovely-little-village,0,2,0,86,0%,2.33%,0,20.81
https://www.the-anchor.pub/drinks/aperol-spritz,0,2,0,86,0%,2.33%,0,35.41
https://www.the-anchor.pub/drinks/apple-and-blackberry-pie,0,2,0,64,0%,3.12%,0,15.8
https://www.the-anchor.pub/event-details/the-anchors-christmas-market-host-table-bookings,0,2,0,4,0%,50%,0,9.25
https://www.the-anchor.pub/post/autumn-internationals-2024-fixtures-key-matches,0,1,0,3922,0%,0.03%,0,58.96
https://www.the-anchor.pub/drinks/corona-extra,0,1,0,1730,0%,0.06%,0,26.79
https://www.the-anchor.pub/drinks/fosters,0,1,0,921,0%,0.11%,0,42.4
https://www.the-anchor.pub/drinks/san-miguel,0,1,0,741,0%,0.13%,0,19.77
https://www.the-anchor.pub/drinks/inches-cider,0,1,0,675,0%,0.15%,0,30.1
https://www.the-anchor.pub/drinks/glenmorangie,0,1,0,675,0%,0.15%,0,85.1
https://www.the-anchor.pub/drinks/piesporter-michelsberg,0,1,0,616,0%,0.16%,0,42.51
https://www.the-anchor.pub/post/enjoy-pravha-at-the-anchor,0,1,0,548,0%,0.18%,0,19.51
https://www.the-anchor.pub/post/pub-etiquette-night-out-manners-guide,0,1,0,399,0%,0.25%,0,24.73
https://www.the-anchor.pub/drinks/counterpoint-shiraz,0,1,0,384,0%,0.26%,0,8.43
https://www.the-anchor.pub/drinks/smirnoff-raspberry-crush-vodka,0,1,0,373,0%,0.27%,0,48.22
https://www.the-anchor.pub/drinks/jack-daniel's-apple,0,1,0,285,0%,0.35%,0,46.63
https://www.the-anchor.pub/drinks/hendricks,0,1,0,211,0%,0.47%,0,18.34
https://www.the-anchor.pub/drinks/bells,0,1,0,130,0%,0.77%,0,41.17
https://www.the-anchor.pub/drinks/martini-rosso,0,1,0,117,0%,0.85%,0,69.01
https://www.the-anchor.pub/drinks/captain-morgans-original-dark-rum,0,1,0,96,0%,1.04%,0,43.91
https://www.the-anchor.pub/drinks/three-pebbles-bay,0,1,0,91,0%,1.1%,0,13.75
https://www.the-anchor.pub/drinks/harvey's-bristol-cream,0,1,0,69,0%,1.45%,0,23.61
https://www.the-anchor.pub/drinks/jose-cuervo-silver-tequila,0,1,0,46,0%,2.17%,0,43.11
https://www.the-anchor.pub/event-details/pub-quiz-night-at-the-anchor-hosted-by-nish-2024-07-10-19-00,0,1,0,43,0%,2.33%,0,16.07
https://www.the-anchor.pub/post/why-stanwell-moor-village-is-the-perfect-location-for-a-cosy-pub,0,1,0,37,0%,2.7%,0,38.97
https://www.the-anchor.pub/post/prices-frozen-until-autumn-the-anchor-pub,0,1,0,36,0%,2.78%,0,20.11
https://www.the-anchor.pub/blog?page=5,0,1,0,25,0%,4%,0,12.24
https://www.the-anchor.pub/post/discover-unique-events-at-the-anchor,0,1,0,23,0%,4.35%,0,17.61
https://www.the-anchor.pub/post/introducing-new-dining-room-the-anchor,0,1,0,19,0%,5.26%,0,20.89
https://www.the-anchor.pub/join-the-team,0,1,0,17,0%,5.88%,0,23.06
https://the-anchor.pub/blog/prices-frozen-until-autumn-theanchor-pub,0,1,0,13,0%,7.69%,0,8.69
https://www.the-anchor.pub/post/2020-quiz-league,0,1,0,13,0%,7.69%,0,65.46
https://www.the-anchor.pub/event-details/ve-day-sing-along-karaoke-night-at-the-anchor,0,1,0,9,0%,11.11%,0,33.44
https://www.the-anchor.pub/post/diwali-2023-stanwell-moor-celebration,0,1,0,8,0%,12.5%,0,38
https://www.the-anchor.pub/event-details/nikki-manfadges-drag-cabaret-where-anything-goes-2025-03-28-19-00,0,1,0,6,0%,16.67%,0,3
https://www.the-anchor.pub/event-details/drag-cabaret-with-nikki-manfadge-where-anything-goes-2025-05-30-19-00-1,0,1,0,4,0%,25%,0,1.25
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-07-13-12-00,0,1,0,2,0%,50%,0,3
https://www.the-anchor.pub/drinks/bombay-sapphire,0,0,0,6050,0%,0%,0,49.19
https://www.the-anchor.pub/drink,0,0,0,951,0%,0%,0,7.95
https://www.the-anchor.pub/drinks/greene-king-ipa,0,0,0,543,0%,0%,0,45.85
https://www.the-anchor.pub/post/opihr-gin-the-anchor,0,0,0,362,0%,0%,0,37.05
https://www.the-anchor.pub/post/bombay-sapphire-the-anchor-pub,0,0,0,327,0%,0%,0,70.83
https://www.the-anchor.pub/drinks/old-mout---berries-and-cherries,0,0,0,325,0%,0%,0,42.25
https://www.the-anchor.pub/drinks/grey-goose,0,0,0,324,0%,0%,0,46.47
https://www.the-anchor.pub/drinks/gordons-white-peach,0,0,0,270,0%,0%,0,36.71
https://www.the-anchor.pub/drinks/havana-club-7,0,0,0,267,0%,0%,0,29.36
https://www.the-anchor.pub/drinks/gold-ginger,0,0,0,260,0%,0%,0,38.94
https://www.the-anchor.pub/post/what-is-race-night,0,0,0,219,0%,0%,0,66.52
https://www.the-anchor.pub/drinks/gordons-sicilian-lemon,0,0,0,214,0%,0%,0,66.44
https://www.the-anchor.pub/post/the-importance-of-being-dog-friendly,0,0,0,198,0%,0%,0,33.8
https://www.the-anchor.pub/drinks/old-mout---watermelon-and-lime,0,0,0,189,0%,0%,0,16.39
https://www.the-anchor.pub/drinks/johnnie-and-ginger,0,0,0,175,0%,0%,0,19.07
https://www.the-anchor.pub/drinks/i-heart-pino-grigio,0,0,0,155,0%,0%,0,55.83
https://www.the-anchor.pub/drinks/drambuie,0,0,0,153,0%,0%,0,38.12
https://www.the-anchor.pub/drinks/malibu,0,0,0,153,0%,0%,0,39.61
https://www.the-anchor.pub/drinks/johnnie-walker-black-label,0,0,0,153,0%,0%,0,67.12
https://www.the-anchor.pub/post/what-is-the-history-of-april-fools-day,0,0,0,150,0%,0%,0,73.11
https://www.the-anchor.pub/drinks/ara-marlborough-sauvignon-blanc,0,0,0,133,0%,0%,0,32.23
https://www.the-anchor.pub/drinks/courvoisier,0,0,0,132,0%,0%,0,36.61
https://www.the-anchor.pub/drinks/giotto-pino-grigio,0,0,0,126,0%,0%,0,29.5
https://www.the-anchor.pub/drinks/bacardi-breeze,0,0,0,115,0%,0%,0,36.97
https://www.the-anchor.pub/drinks/williams-chase-pink-grapefruit-gin,0,0,0,111,0%,0%,0,42.5
https://www.the-anchor.pub/drinks/i-heart-merlot,0,0,0,108,0%,0%,0,21.72
https://www.the-anchor.pub/drinks/bailey's,0,0,0,98,0%,0%,0,48.27
https://www.the-anchor.pub/post/day-of-the-dead-anchor-pub-events,0,0,0,89,0%,0%,0,51.55
https://www.the-anchor.pub/drinks/olmeca,0,0,0,83,0%,0%,0,36.52
https://www.the-anchor.pub/post/remembrance-day-anchor-staines,0,0,0,76,0%,0%,0,37.96
https://www.the-anchor.pub/post/introducing-affordable-fosters-lager,0,0,0,59,0%,0%,0,25.49
https://www.the-anchor.pub/post/cash-bingo-the-anchor,0,0,0,55,0%,0%,0,70.24
https://www.the-anchor.pub/drinks/draught,0,0,0,48,0%,0%,0,37.67
https://www.the-anchor.pub/drinks/bailey's-hot-chocolate,0,0,0,46,0%,0%,0,60.8
https://www.the-anchor.pub/drinks/margarita-spritz,0,0,0,45,0%,0%,0,13.64
https://www.the-anchor.pub/post/great-pub-near-heathrow-new-beer-pumps-installed,0,0,0,44,0%,0%,0,58.7
https://www.the-anchor.pub/post/managers-special-the-anchor-pub,0,0,0,43,0%,0%,0,33.81
https://www.the-anchor.pub/post/pet-friendly-business-start,0,0,0,41,0%,0%,0,15.22
https://www.the-anchor.pub/subscribe,0,0,0,40,0%,0%,0,11.05
https://www.the-anchor.pub/drinks/havana-club-especial,0,0,0,40,0%,0%,0,54.2
https://www.the-anchor.pub/drinks/espresso-martini,0,0,0,40,0%,0%,0,78.6
https://www.the-anchor.pub/drinks/makers-mark,0,0,0,39,0%,0%,0,50.97
https://www.the-anchor.pub/post/pub-quiz-new-wave,0,0,0,38,0%,0%,0,39.18
https://www.the-anchor.pub/drinks/whiskey,0,0,0,34,0%,0%,0,19.79
https://www.the-anchor.pub/post/charity-walk-for-holly-fathers-mission,0,0,0,34,0%,0%,0,21.32
https://www.the-anchor.pub/post/ve-day-at-the-anchor,0,0,0,34,0%,0%,0,35.79
https://www.the-anchor.pub/drinks/ara-marl-sauvignon-rose,0,0,0,33,0%,0%,0,17.67
https://www.the-anchor.pub/post/international-womens-day-the-anchor,0,0,0,31,0%,0%,0,23.23
https://www.the-anchor.pub/drinks/jack-daniel's-honey,0,0,0,31,0%,0%,0,26.29
https://www.the-anchor.pub/blog/buy-one-get-one-free-on-all-pizza-every-tuesday,0,0,0,31,0%,0%,0,47.42
https://www.the-anchor.pub/drinks/birra-moretti,0,0,0,30,0%,0%,0,41.83
https://www.the-anchor.pub/post/pub-jobs-near-heathrow,0,0,0,28,0%,0%,0,29.11
https://www.the-anchor.pub/post/quiz-night-at-the-anchor,0,0,0,27,0%,0%,0,11.96
https://www.the-anchor.pub/drinks/kraken,0,0,0,27,0%,0%,0,34.3
https://www.the-anchor.pub/post/premier-league-2024-25-at-the-anchor,0,0,0,26,0%,0%,0,23.65
https://www.the-anchor.pub/post/celebrate-fathers-day-at-the-anchor,0,0,0,26,0%,0%,0,34.69
https://www.the-anchor.pub/post/british-pie-week-the-anchor,0,0,0,25,0%,0%,0,32.28
https://www.the-anchor.pub/blog/tag/craft-beer,0,0,0,24,0%,0%,0,25.08
https://www.the-anchor.pub/drinks/bottles,0,0,0,24,0%,0%,0,35.79
https://www.the-anchor.pub/drinks/tullamore,0,0,0,24,0%,0%,0,44.75
https://www.the-anchor.pub/blog/tag/traditional,0,0,0,22,0%,0%,0,15.27
https://www.the-anchor.pub/post/day-of-the-dead-halloween-party-the-anchor,0,0,0,22,0%,0%,0,18.45
https://www.the-anchor.pub/drinks/i-heart-sauvignon-blanc,0,0,0,22,0%,0%,0,27.59
https://www.the-anchor.pub/drinks/havana-club-3,0,0,0,22,0%,0%,0,36.59
https://www.the-anchor.pub/post/welcoming-ice-breaker-ipa-on-draught,0,0,0,20,0%,0%,0,13.95
https://www.the-anchor.pub/post/rum-tasting-night-stanwell-moor,0,0,0,20,0%,0%,0,19.25
https://www.the-anchor.pub/post/euro-2024-stanwell-moor-staines,0,0,0,20,0%,0%,0,23.25
https://www.the-anchor.pub/post/buy-one-get-one-free-pizza-deal,0,0,0,20,0%,0%,0,48.55
https://www.the-anchor.pub/post/drag-cabaret-nikki-manfadge-the-anchor,0,0,0,18,0%,0%,0,13.83
https://www.the-anchor.pub/blog/page/17,0,0,0,18,0%,0%,0,15.44
https://www.the-anchor.pub/drinks/spirits,0,0,0,18,0%,0%,0,32.89
https://www.the-anchor.pub/post/double-up-offer-the-anchor-pub,0,0,0,17,0%,0%,0,10.71
https://www.the-anchor.pub/post/random-acts-of-kindness-day-the-anchor,0,0,0,16,0%,0%,0,36.88
https://www.the-anchor.pub/drinks/rum,0,0,0,16,0%,0%,0,38.62
https://www.the-anchor.pub/drinks/jack-daniel's,0,0,0,16,0%,0%,0,44
https://www.the-anchor.pub/post/pancake-day-celebration-anchor,0,0,0,16,0%,0%,0,57.38
https://www.the-anchor.pub/events/nikki-s-karaoke-night-2025-08-22,0,0,0,15,0%,0%,0,10.73
https://www.the-anchor.pub/event-details/monthly-cash-bingo-night-50-jackpot-chip-shop-fridays-2025-07-18-18-00,0,0,0,15,0%,0%,0,15.47
https://www.the-anchor.pub/drinks/cocktails,0,0,0,15,0%,0%,0,40.2
https://www.the-anchor.pub/event-details/the-anchors-glitzy-new-years-eve-bash,0,0,0,14,0%,0%,0,9.43
https://www.the-anchor.pub/drinks/gris-des-signeurs,0,0,0,14,0%,0%,0,27
https://www.the-anchor.pub/post/stanwell-moor-brew-craft-beer,0,0,0,14,0%,0%,0,33.57
https://www.the-anchor.pub/post/christmas-2023-events-the-anchor,0,0,0,14,0%,0%,0,48.5
https://www.the-anchor.pub/blog/tag/british-celebrations,0,0,0,14,0%,0%,0,76
https://the-anchor.pub/m25-junction-14-pub,0,0,0,13,0%,0%,0,7.38
https://www.the-anchor.pub/post/buy-one-get-one-half-price-on-all-dine-in-pizza-every-tuesday,0,0,0,13,0%,0%,0,26.69
https://www.the-anchor.pub/drinks/guinness,0,0,0,13,0%,0%,0,35.46
https://www.the-anchor.pub/drinks/i-heart-chardonnay,0,0,0,12,0%,0%,0,33.58
https://www.the-anchor.pub/post/monthly-music-bingo-nights,0,0,0,12,0%,0%,0,37
https://www.the-anchor.pub/post/st-patricks-day-2024-celebration-the-anchor,0,0,0,12,0%,0%,0,81.42
https://www.the-anchor.pub/blog/tag/piano,0,0,0,11,0%,0%,0,27.64
https://www.the-anchor.pub/blog/tag/british-cuisine,0,0,0,11,0%,0%,0,29
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-08-05-18-00,0,0,0,10,0%,0%,0,2.8
https://www.the-anchor.pub/blog/tag/pub-culture,0,0,0,9,0%,0%,0,21
https://www.the-anchor.pub/event-details/quiz-night-with-nish-diwali-fireworks-remembrance-day-special,0,0,0,9,0%,0%,0,31.78
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-07-22-18-00,0,0,0,9,0%,0%,0,42.22
https://www.the-anchor.pub/event-details/christmas-special-pub-quiz-night,0,0,0,9,0%,0%,0,43.56
https://www.the-anchor.pub/blog/mothers-day-at-the-anchor-march-19th,0,0,0,9,0%,0%,0,44
https://www.the-anchor.pub/blog/tag/new-arrival,0,0,0,9,0%,0%,0,54.44
https://www.the-anchor.pub/blog/valentines-special,0,0,0,9,0%,0%,0,78.89
https://www.the-anchor.pub/blog/tag/annual-celebrations,0,0,0,9,0%,0%,0,79.89
https://the-anchor.pub/blog/tequila-and-tradition-how-agave-shapes-mexican-cul,0,0,0,8,0%,0%,0,8.25
https://www.the-anchor.pub/blog/tag/curry-night,0,0,0,8,0%,0%,0,13.75
https://www.the-anchor.pub/post/kraken-rum-offer-stanwell-moor,0,0,0,8,0%,0%,0,13.88
https://www.the-anchor.pub/blog/tag/comedy,0,0,0,8,0%,0%,0,23.38
https://www.the-anchor.pub/blog/tag/czech-beer,0,0,0,8,0%,0%,0,26
https://www.the-anchor.pub/blog/page/3,0,0,0,8,0%,0%,0,36.62
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-06-27-18-00,0,0,0,8,0%,0%,0,43.88
https://www.the-anchor.pub/post/mothers-day,0,0,0,8,0%,0%,0,54.12
https://www.the-anchor.pub/drinks/i-heart-rose,0,0,0,7,0%,0%,0,9.43
https://www.the-anchor.pub/post/zombie-apocalypse-halloween-party-at-the-anchor,0,0,0,7,0%,0%,0,39.71
https://www.the-anchor.pub/book-table?tab=sunday,0,0,0,6,0%,0%,0,2.33
https://www.the-anchor.pub/events/cash-bingo-2025-07-18,0,0,0,6,0%,0%,0,10.67
https://www.the-anchor.pub/blog?page=6,0,0,0,6,0%,0%,0,13.67
https://www.the-anchor.pub/event-details/pub-pursuit-live-the-ultimate-quiz-night-at-the-anchor-2025-06-04-19-00,0,0,0,6,0%,0%,0,15.5
https://www.the-anchor.pub/event-details/pub-pursuit-live-the-ultimate-quiz-night-at-the-anchor-2025-07-02-19-00,0,0,0,6,0%,0%,0,16.33
https://www.the-anchor.pub/blog?page=7,0,0,0,6,0%,0%,0,17.17
https://www.the-anchor.pub/drinks/liqueurs,0,0,0,6,0%,0%,0,21.67
https://www.the-anchor.pub/blog/tag/village-life,0,0,0,6,0%,0%,0,23.5
https://www.the-anchor.pub/blog/tag/sustainability,0,0,0,6,0%,0%,0,26.67
https://www.the-anchor.pub/post/tequila-tasting-night,0,0,0,6,0%,0%,0,37.5
https://www.the-anchor.pub/post/the-anchor-christmas-2023-celebrations,0,0,0,6,0%,0%,0,37.5
https://www.the-anchor.pub/post/autumn-winter-menu,0,0,0,6,0%,0%,0,54.33
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-06-01-12-00/form,0,0,0,5,0%,0%,0,2.6
https://www.the-anchor.pub/blog/tag/caribbean,0,0,0,5,0%,0%,0,5.2
https://www.the-anchor.pub/blog/tag/march,0,0,0,5,0%,0%,0,10.8
https://www.the-anchor.pub/post/welcoming-old-mout,0,0,0,5,0%,0%,0,13
https://www.the-anchor.pub/blog/tag/tasting-events,0,0,0,5,0%,0%,0,14.4
https://www.the-anchor.pub/event-details/high-heels-house-party-with-nikki-manfadge,0,0,0,5,0%,0%,0,17.6
https://www.the-anchor.pub/blog/tag/peace-day,0,0,0,5,0%,0%,0,21.8
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-05-13-18-00,0,0,0,5,0%,0%,0,24.4
https://www.the-anchor.pub/blog?page=2,0,0,0,5,0%,0%,0,26.8
https://www.the-anchor.pub/event-details/day-of-the-dead-fancy-dress-halloween-party,0,0,0,5,0%,0%,0,31.4
https://www.the-anchor.pub/blog/tag/new-menu,0,0,0,5,0%,0%,0,34.8
https://www.the-anchor.pub/privacy-and-cookie-policy,0,0,0,5,0%,0%,0,41.8
https://www.the-anchor.pub/blog/tag/british,0,0,0,5,0%,0%,0,42
https://www.the-anchor.pub/post/hop-into-the-easter-weekend-at-the-anchor-pub-fun-food-and-festivities,0,0,0,5,0%,0%,0,59.4
https://www.the-anchor.pub/blog/tag/september,0,0,0,4,0%,0%,0,4.5
https://www.the-anchor.pub/blog/tag/cider,0,0,0,4,0%,0%,0,6
https://the-anchor.pub/blog/stanwell-moor-village,0,0,0,4,0%,0%,0,8.75
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-04-29-18-00,0,0,0,4,0%,0%,0,13.75
https://www.the-anchor.pub/post/book-valentines-day-the-anchor,0,0,0,4,0%,0%,0,14.75
https://www.the-anchor.pub/post/pizza-anyone,0,0,0,4,0%,0%,0,18.25
https://www.the-anchor.pub/drinks/budweiser,0,0,0,4,0%,0%,0,24
https://www.the-anchor.pub/drinks/gentlemen's-collection,0,0,0,4,0%,0%,0,24
https://the-anchor.pub/blog/tag/world-photography-day,0,0,0,4,0%,0%,0,24.5
https://the-anchor.pub/blog/world-photography-day-embracing-stanwell-moor-s-ch,0,0,0,4,0%,0%,0,27.5
https://www.the-anchor.pub/post/six-nations-rugby-at-the-anchor-2023,0,0,0,4,0%,0%,0,27.75
https://www.the-anchor.pub/blog/tag/valentines,0,0,0,4,0%,0%,0,31.25
https://www.the-anchor.pub/blog/tag/opportunity,0,0,0,4,0%,0%,0,34.25
https://www.the-anchor.pub/blog/tag/lunch,0,0,0,4,0%,0%,0,36.25
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-06-29-12-00,0,0,0,3,0%,0%,0,1
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-11-18-18-00,0,0,0,3,0%,0%,0,1
https://www.the-anchor.pub/blog/tag/romance,0,0,0,3,0%,0%,0,8.67
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-04-18-18-00,0,0,0,3,0%,0%,0,8.67
https://www.the-anchor.pub/post/what-s-new-at-the-anchor,0,0,0,3,0%,0%,0,8.67
https://www.the-anchor.pub/post/extended-opening-hours-fridays,0,0,0,3,0%,0%,0,11.33
https://www.the-anchor.pub/blog/tag/new-arrivals,0,0,0,3,0%,0%,0,18.67
https://www.the-anchor.pub/post/international-day-of-peace-stanwell-moor,0,0,0,3,0%,0%,0,19.33
https://www.the-anchor.pub/blog/tag/pub-life,0,0,0,3,0%,0%,0,22.67
https://www.the-anchor.pub/post/gameshow-house-party-the-anchor,0,0,0,3,0%,0%,0,23.67
https://www.the-anchor.pub/blog/tag/february,0,0,0,3,0%,0%,0,28
https://www.the-anchor.pub/post/rum-tasting-night-june-success,0,0,0,3,0%,0%,0,28
https://www.the-anchor.pub/blog/tag/improvement,0,0,0,3,0%,0%,0,35.33
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-02-28-18-00,0,0,0,3,0%,0%,0,37.67
https://www.the-anchor.pub/blog/page/7,0,0,0,3,0%,0%,0,42.67
https://www.the-anchor.pub/blog/tag/local-brew,0,0,0,3,0%,0%,0,44
https://www.the-anchor.pub/event-details/heel-of-fortune-the-gameshow-house-party,0,0,0,3,0%,0%,0,50.33
https://www.the-anchor.pub/blog/page/5,0,0,0,3,0%,0%,0,51
https://www.the-anchor.pub/post/international-women-s-day-celebrating-the-achievements-of-women,0,0,0,3,0%,0%,0,72.33
https://www.the-anchor.pub/post/2019-feedback-survey,0,0,0,3,0%,0%,0,81
https://www.the-anchor.pub/blog/tag/limited-time,0,0,0,2,0%,0%,0,4.5
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-02-21-18-00,0,0,0,2,0%,0%,0,5.5
https://www.the-anchor.pub/blog/tag/games,0,0,0,2,0%,0%,0,7
https://www.the-anchor.pub/blog/tag/local-life,0,0,0,2,0%,0%,0,8
https://www.the-anchor.pub/blog/tag/wednesday,0,0,0,2,0%,0%,0,8.5
https://www.the-anchor.pub/blog?page=8,0,0,0,2,0%,0%,0,8.5
https://www.the-anchor.pub/blog/tag/advice,0,0,0,2,0%,0%,0,9.5
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-05-11-12-00,0,0,0,2,0%,0%,0,10
https://www.the-anchor.pub/event-details/valentines-at-the-anchor-free-prosecco-delicious-dining,0,0,0,2,0%,0%,0,10
https://www.the-anchor.pub/blog/tag/tequila,0,0,0,2,0%,0%,0,14
https://www.the-anchor.pub/blog/tag/hiring,0,0,0,2,0%,0%,0,14.5
https://www.the-anchor.pub/drinks/stella-artois,0,0,0,2,0%,0%,0,17
https://www.the-anchor.pub/blog/tag/st-patricks-day,0,0,0,2,0%,0%,0,19.5
https://www.the-anchor.pub/event-details/paint-with-pals-a-relaxing-evening-of-art,0,0,0,2,0%,0%,0,25.5
https://www.the-anchor.pub/blog/tag/etiquette,0,0,0,2,0%,0%,0,26
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-04-25-18-00,0,0,0,2,0%,0%,0,33.5
https://www.the-anchor.pub/blog/tag/race-night,0,0,0,2,0%,0%,0,40.5
https://www.the-anchor.pub/event-details/tequila-tasting-night-dia-de-muertos-celebration-at-the-anchor,0,0,0,2,0%,0%,0,50
https://www.the-anchor.pub/post/world-salami-day-pizza-offerings,0,0,0,2,0%,0%,0,66.5
https://the-anchor.pub/blog/reflecting-on-sacrifice-remembrance-day-observance,0,0,0,2,0%,0%,0,67.5
https://www.the-anchor.pub/post/bar-staff-wanted,0,0,0,2,0%,0%,0,74
https://www.the-anchor.pub/blog/tag/traditions,0,0,0,2,0%,0%,0,75.5
https://www.the-anchor.pub/blog/tag/monthly-events,0,0,0,1,0%,0%,0,1
https://www.the-anchor.pub/event-details/chip-shop-fridays-50-off-for-over-65s-2025-09-05-18-00,0,0,0,1,0%,0%,0,1
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-10-19-12-00,0,0,0,1,0%,0%,0,1
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-10-26-12-00,0,0,0,1,0%,0%,0,1
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-07-01-18-00,0,0,0,1,0%,0%,0,1
https://www.the-anchor.pub/event-details/mothers-day-sunday-lunch-at-the-anchor,0,0,0,1,0%,0%,0,3
https://www.the-anchor.pub/blog/tag/leagues,0,0,0,1,0%,0%,0,4
https://www.the-anchor.pub/blog/tag/womens-day,0,0,0,1,0%,0%,0,4
https://www.the-anchor.pub/event-details/drag-cabaret-with-nikki-manfadge-where-anything-goes-2025-08-29-19-00,0,0,0,1,0%,0%,0,4
https://www.the-anchor.pub/event-details/pub-pursuit-live-the-ultimate-quiz-night-at-the-anchor-2025-05-07-19-00,0,0,0,1,0%,0%,0,5
https://www.the-anchor.pub/event-details/pub-quiz-night-at-the-anchor-hosted-by-nish-2024-10-09-19-00,0,0,0,1,0%,0%,0,5
https://www.the-anchor.pub/event-details/rum-tasting-night-a-caribbean-escape,0,0,0,1,0%,0%,0,5
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-12-07-12-00,0,0,0,1,0%,0%,0,5
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-06-27-19-00,0,0,0,1,0%,0%,0,6
https://www.the-anchor.pub/event-details/monthly-cash-bingo-night-50-jackpot-chip-shop-fridays-2025-05-02-18-00,0,0,0,1,0%,0%,0,6
https://www.the-anchor.pub/event-details/monthly-cash-bingo-night-jackpot-chip-shop-fridays-2025-02-28-18-00,0,0,0,1,0%,0%,0,6
https://www.the-anchor.pub/heel-of-fortune,0,0,0,1,0%,0%,0,6
https://www.the-anchor.pub/post/creations-by-lee-jewellery-event-anchor,0,0,0,1,0%,0%,0,8
https://www.the-anchor.pub/blog/tag/celebration,0,0,0,1,0%,0%,0,9
https://www.the-anchor.pub/blog/tag/monthly,0,0,0,1,0%,0%,0,9
https://www.the-anchor.pub/blog/tag/wellbeing,0,0,0,1,0%,0%,0,9
https://www.the-anchor.pub/blog/categories/updates,0,0,0,1,0%,0%,0,10
https://www.the-anchor.pub/blog/tag/celebrations,0,0,0,1,0%,0%,0,10
https://www.the-anchor.pub/drinks/sambuca-chilli,0,0,0,1,0%,0%,0,10
https://www.the-anchor.pub/blog/tag/summer,0,0,0,1,0%,0%,0,14
https://www.the-anchor.pub/drinks/jack-daniel's-apple,0,0,0,1,0%,0%,0,20
https://www.the-anchor.pub/event-details/two-for-tuesdays-buy-one-get-one-free-pizza-night-2025-05-06-18-00,0,0,0,1,0%,0%,0,34
